formula,predicted_log_conductivity,predicted_conductivity
Li4TiGe3,-6.872305,1.3418226e-07
Li5Ge4Si7S2Ti,-6.872733,1.3405003e-07
Li3Cl6Ti7S,-6.873958,1.3367244e-07
Li5TiO4P7,-6.874762,1.3342522e-07
Li5Cl4Br2Ge4F,-6.875029,1.333432e-07
LiAl3Ge3SLa5,-6.875661,1.3314937e-07
Li7Al3Zr,-6.8759046,1.3307468e-07
Li7O4Ge7,-6.8762727,1.3296193e-07
Li5S5Cl5Ge5Al7,-6.876558,1.3287466e-07
Li3Ti4Al2,-6.8765745,1.3286956e-07
LiSi2Ge7Zr3,-6.877483,1.3259194e-07
Li6Ti7O5La6Zr,-6.8777523,1.3250971e-07
Li4F2N3Al6La,-6.8783913,1.323149e-07
Li6Cl3Ti5,-6.8784475,1.3229776e-07
Li6Ti2S5,-6.880349,1.3171973e-07
Li5Br4Zr,-6.8805923,1.3164599e-07
Li7Al7SiTi3,-6.881703,1.3130979e-07
Li4FAl5SBr2,-6.881993,1.3122217e-07
Li7Zr6NLa4,-6.88329,1.3083086e-07
Li7Ge5Ti2,-6.883928,1.306388e-07
Li3N6La,-6.8843493,1.3051206e-07
Li5Ge7Si4Br3Al2,-6.8864446,1.2988393e-07
Li3Al5Ti6,-6.888205,1.293585e-07
Li2Br7Cl7,-6.888267,1.2934004e-07
Li2Br7Cl7,-6.888267,1.2934004e-07
Li3La2Zr3,-6.8888445,1.2916817e-07
Li2Cl7La6O3Al2,-6.8894506,1.2898805e-07
Li5Ti4Ge7La7O5,-6.8912168,1.2846454e-07
LiSi2Ti3Ge4P5,-6.891512,1.2837725e-07
Li6O5Ge3,-6.8920555,1.2821667e-07
Li4Br5O2,-6.89222,1.2816811e-07
Li7Si2LaAl6O5,-6.892326,1.2813688e-07
Li5La6Al5Ti7,-6.892875,1.279749e-07
Li7O3S5,-6.893949,1.2765886e-07
Li7Si3S2,-6.894106,1.2761275e-07
Li5N2Ti5,-6.8941436,1.276017e-07
Li3Ti4Br5,-6.89477,1.2741772e-07
Li3Zr2Ge7,-6.8957987,1.2711632e-07
Li4P5La7Al6Si6,-6.896961,1.2677651e-07
Li4La2F2Zr6Ti,-6.8977184,1.2655566e-07
Li7N4S5,-6.8985233,1.2632132e-07
LiBr6Cl3O5Ge6,-6.9012527,1.2552992e-07
LiLa4Al5Zr2,-6.9013414,1.2550429e-07
Li4La2F5Ti,-6.902151,1.2527052e-07
Li3Zr6N5,-6.902197,1.2525732e-07
Li5N7SP2Br6,-6.9022717,1.2523573e-07
Li3O7N4Zr6,-6.9030943,1.2499876e-07
Li5Br6Si2FGe,-6.903583,1.2485816e-07
Li7Ti3SZr6F2,-6.90375,1.248102e-07
Li3Cl4Zr4Br,-6.9046874,1.2454107e-07
Li4Zr7F2,-6.9058867,1.2419764e-07
Li7ZrSi6,-6.906565,1.2400375e-07
Li2S3P3,-6.9070454,1.2386671e-07
Li3Si7Ge4Zr2Al6,-6.907501,1.2373677e-07
Li5LaF2,-6.907995,1.2359611e-07
Li5Br6O5GeZr7,-6.908037,1.2358416e-07
Li3Ti5N7S3F5,-6.9098377,1.2307285e-07
Li6Ti2O7Ge7S2,-6.9108644,1.2278227e-07
Li6F3Cl,-6.911296,1.2266032e-07
Li2Zr3La3,-6.91187,1.2249828e-07
Li2P3AlBr2O3,-6.9127884,1.2223951e-07
Li2Ti5Cl7Zr4,-6.9134254,1.2206033e-07
LiSi6N5La3O3,-6.9151683,1.2157149e-07
Li5Al6Cl4,-6.9158072,1.2139274e-07
Li6Ti5Br3,-6.9166102,1.2116851e-07
Li6S2NTiAl6,-6.917271,1.2098425e-07
Li5N7Ge,-6.9173727,1.2095596e-07
Li2P3Ge2,-6.9202924,1.2014553e-07
LiSiZr5,-6.9206266,1.200531e-07
LiTi4Cl3,-6.921881,1.197068e-07
Li2Si7Ge7P3,-6.922087,1.1965002e-07
LiLaN2Si5,-6.92225,1.1960525e-07
Li4Cl2Al7GeP7,-6.9230595,1.1938246e-07
Li6TiZr3P,-6.92418,1.19074826e-07
Li4S6ClN4,-6.924244,1.1905731e-07
Li7S2Br3,-6.9243517,1.19027774e-07
LiBr3Ti5O5,-6.9243784,1.19020456e-07
Li5O4Cl2Ti,-6.925358,1.1875234e-07
LiBr6Si3,-6.9256725,1.1866632e-07
Li2La6Cl6Al7,-6.9258623,1.1861447e-07
Li7S4O2Si7,-6.926022,1.1857085e-07
Li6S6Al5N3,-6.926261,1.18505646e-07
Li7S5F4Ge2N,-6.9262934,1.184968e-07
Li2S6La3,-6.9269,1.1833142e-07
Li4Si7N2Zr2Ge3,-6.9269543,1.1831661e-07
Li4SiO2,-6.927122,1.182709e-07
Li7Al5Ge7Br5Si6,-6.9276686,1.1812217e-07
Li3La2Al2Br,-6.928739,1.1783137e-07
Li3SiSLa2P5,-6.930345,1.17396446e-07
Li3Ti7Cl7Zr2,-6.930933,1.1723762e-07
Li4Al5P2,-6.93249,1.168181e-07
Li4Br3Ti6,-6.932733,1.167527e-07
Li3La7F2Ge4Ti7,-6.93286,1.1671861e-07
LiClGe2PAl2,-6.9332356,1.1661767e-07
LiO2GeZr2,-6.9336452,1.16507735e-07
Li3S2Zr3Al4P7,-6.933807,1.1646438e-07
Li3Br3Cl2Al2,-6.934472,1.1628613e-07
Li6Al2O3NGe5,-6.9344735,1.1628575e-07
Li4Al5P,-6.9351096,1.1611555e-07
Li5Al7La4S6,-6.935765,1.1594051e-07
Li7O4Si,-6.9367824,1.15669174e-07
Li4Cl3P5O4Zr,-6.937545,1.1546628e-07
Li6LaZr6,-6.938002,1.1534477e-07
Li5N2Zr6,-6.9390197,1.15074826e-07
Li2P3Ti5Al3La6,-6.9391966,1.1502796e-07
Li4Al4N6Br7Cl5,-6.9396105,1.14918386e-07
Li6La2Zr5,-6.9403906,1.1471215e-07
Li4Ti5N3Br4,-6.9405007,1.14683054e-07
Li5P4S2Si2Al7,-6.9420466,1.1427556e-07
Li4SiAl3N2Ge5,-6.9438357,1.1380577e-07
LiZrGe7,-6.9440312,1.13754545e-07
Li4SP4,-6.944785,1.13557256e-07
Li4O2Zr4N,-6.944916,1.1352309e-07
Li2FGe7,-6.9457726,1.13299336e-07
Li7LaSSi5,-6.947259,1.1291225e-07
Li5Ti4Br5,-6.947706,1.1279602e-07
LiZr2Si,-6.947913,1.12742285e-07
Li7Br7O6S6,-6.9490814,1.12439416e-07
LiCl7S7Si4Ti7,-6.951155,1.11903795e-07
LiTi5ZrLa,-6.951624,1.1178308e-07
LiTiBr,-6.9527216,1.1150091e-07
Li3P3SClSi7,-6.9540787,1.11153035e-07
Li2N7Ge,-6.954553,1.1103167e-07
Li2S4F,-6.955024,1.10911415e-07
Li5La2F3N7,-6.9561257,1.10630346e-07
Li6Ti4F3Br5La2,-6.9566936,1.1048577e-07
Li2O3Ti2P2,-6.957012,1.1040477e-07
Li6S2N2La3,-6.9577637,1.1021389e-07
Li3Ge5F3Zr3,-6.9578495,1.1019211e-07
Li4Br4F2Zr5,-6.958378,1.1005814e-07
LiNGe3,-6.9585934,1.1000353e-07
Li7Cl5La3,-6.958705,1.09975275e-07
Li6Ge7ClSi4,-6.959185,1.09853744e-07
Li6Al6S5P2,-6.95928,1.0982975e-07
Li6Si5N3,-6.9594254,1.0979297e-07
LiN4Br4S5,-6.9602213,1.09591966e-07
Li4PS6Br5O3,-6.9607224,1.09465574e-07
LiSi2Ti5F4P7,-6.9623895,1.090462e-07
Li6La7Ti6P3Br,-6.9632173,1.0883855e-07
Li2F4Al4La7Ge4,-6.9637947,1.0869393e-07
Li4La3N6,-6.9638557,1.08678655e-07
Li6Zr5La4,-6.9641767,1.0859838e-07
Li5P4LaSi7Al5,-6.9643354,1.0855868e-07
Li7N5Ge7,-6.9647336,1.084592e-07
LiN3P6Al4La4,-6.9653354,1.08309024e-07
Li3N5P5S4,-6.9660444,1.0813233e-07
Li3Al7Cl,-6.966496,1.0801996e-07
LiLa6Cl6,-6.96875,1.07460785e-07
Li3Cl5Ti7Br7,-6.9696183,1.07246144e-07
Li3SGe3N6,-6.969984,1.0715586e-07
LiS4P3Ge7Al,-6.970041,1.07141865e-07
Li7FSi5S4,-6.970551,1.07016064e-07
Li2La5S5P3F3,-6.971177,1.06861904e-07
Li5Ge3F2,-6.971429,1.06799966e-07
Li2S6Br3Al4,-6.9720187,1.06655015e-07
Li7Al3Zr7F,-6.9722533,1.0659742e-07
Li4Ge4O7Zr5Si2,-6.972366,1.065698e-07
LiN3OZr,-6.9728827,1.0644304e-07
Li2Si2Cl3,-6.9737725,1.0622518e-07
Li4Ge7Si5ZrO3,-6.9739776,1.0617504e-07
Li6Ti5Zr4Si2,-6.9743505,1.0608392e-07
Li5La2Zr4,-6.9743853,1.0607541e-07
Li3Si2Ti,-6.974707,1.0599683e-07
Li5Zr4O6ClN7,-6.975237,1.05867606e-07
Li2Ti3Ge,-6.975536,1.05794754e-07
Li3Br5Si2Ge6O2,-6.976127,1.0565081e-07
Li4Br3Ti5,-6.976251,1.0562066e-07
LiBr5Al7Zr3Ge4,-6.9788647,1.0498695e-07
Li7F4S6,-6.979326,1.0487555e-07
Li7Zr5La3,-6.979452,1.04845036e-07
Li7F4Br,-6.980052,1.0470032e-07
Li3Zr2Br,-6.981552,1.0433929e-07
Li6Si6SN7P7,-6.9824023,1.0413523e-07
LiF2Al7Zr6P3,-6.982527,1.0410539e-07
Li6Si5F2Al4Cl,-6.9836555,1.03835184e-07
Li3BrTi3Cl2,-6.98514,1.03480886e-07
Li5Al7N4Zr2,-6.9862485,1.0321707e-07
Li5Ti6O4Zr6P7,-6.987217,1.0298715e-07
Li3Si6La7Zr5,-6.987521,1.0291504e-07
Li5Zr2Cl4F,-6.9886394,1.026504e-07
Li7BrTi2O5,-6.988818,1.0260814e-07
Li4La6P7F2Si3,-6.98968,1.0240477e-07
LiS2Br2Al3Ge5,-6.993451,1.0151936e-07
Li7Cl7S4O4,-6.9935465,1.0149707e-07
Li2Si7La4,-6.9935837,1.0148838e-07
LiZr5La5Ti2,-6.993813,1.0143479e-07
Li3Al6S7PGe7,-6.994802,1.0120407e-07
Li7F7Zr2Br7Al6,-6.995705,1.0099384e-07
Li3Zr4SiAl,-6.9958043,1.0097077e-07
Li6Ti2Si2F3Zr4,-6.9961414,1.0089243e-07
Li7N4La5SiZr2,-6.996205,1.0087769e-07
Li3La4OGe2Zr,-6.9966145,1.007826e-07
Li7O5Zr4,-6.997246,1.0063619e-07
Li7O5Zr4,-6.997246,1.0063619e-07
Li7F6Zr6Al6La7,-6.9977775,1.0051307e-07
Li6GeBr3,-6.9979377,1.00475994e-07
Li3O5NZr6S2,-6.9993277,1.00154935e-07
Li2TiAl3P6Br3,-6.9994392,1.00129206e-07
Li6F5La2,-7.000676,9.984443e-08
Li2Ti5O,-7.0012674,9.9708586e-08
Li6F3Br7,-7.0016203,9.9627606e-08
Li7O5N2La,-7.001833,9.9578834e-08
Li4Zr6Si3,-7.0023065,9.947033e-08
LiGe5Al4Br3,-7.002955,9.93219e-08
Li7TiAl4,-7.0033607,9.922915e-08
Li6F5S3La5Ti7,-7.003887,9.910894e-08
LiBr7O7La4S5,-7.0040865,9.906346e-08
Li4Ti4NBr3,-7.004155,9.90478e-08
Li5SiS3,-7.004624,9.894096e-08
Li5Al6Br4,-7.004827,9.889469e-08
Li7N3Si4F2Zr2,-7.0062957,9.8560825e-08
Li7N7O6Ti4,-7.0065203,9.8509865e-08
Li3La7O4Zr4P6,-7.0071974,9.83564e-08
Li7TiO3P2,-7.0099974,9.772432e-08
LiClNAl,-7.011538,9.737825e-08
Li5Al7S3Zr,-7.01161,9.736211e-08
Li5Si4Cl5P4Al7,-7.0127983,9.709608e-08
Li4Zr7La6O3,-7.0128183,9.70916e-08
LiO3AlBr7,-7.013587,9.691991e-08
Li5Ti5Br2Cl6,-7.014501,9.671613e-08
Li2Al2Ge2FS,-7.0148706,9.663387e-08
Li4Zr2Ti6Ge3,-7.0160413,9.637374e-08
Li3La3P4Al,-7.016416,9.6290606e-08
Li3Br7Al4,-7.0172853,9.609807e-08
Li2La7S6,-7.0198956,9.552223e-08
LiLa6S3,-7.020173,9.546121e-08
Li3Ti3La2,-7.021596,9.514896e-08
Li7Al4La6BrP2,-7.024416,9.453313e-08
Li4Cl5Si4Al6,-7.025751,9.424296e-08
Li4Si3Ge5Al4Br6,-7.0264645,9.408828e-08
Li5BrCl6O3,-7.026693,9.403881e-08
Li6F5Ti3Si7Br6,-7.0269127,9.3991225e-08
Li7S5La7Ti2,-7.026936,9.3986166e-08
Li6Br3S,-7.028942,9.355304e-08
Li5Si3O2Br5,-7.0289793,9.3545026e-08
Li6AlO3,-7.0293303,9.346946e-08
Li6PBr3La4,-7.0293927,9.3456016e-08
LiLa5Zr4,-7.0304046,9.323853e-08
Li3GeN4,-7.030764,9.3161376e-08
Li4Al2Br4Ti5F4,-7.0315304,9.299715e-08
Li7P2Cl5N6La7,-7.032818,9.272186e-08
Li2Ti2O3N3,-7.0349736,9.2262745e-08
Li3Al3Cl,-7.035366,9.217941e-08
LiOZr3Cl,-7.0360456,9.20353e-08
Li6Al3Zr5,-7.0363894,9.196248e-08
Li2Cl6NSi3,-7.0374165,9.174524e-08
Li7ClBr3La6N6,-7.037449,9.173839e-08
Li4OGe7Si4,-7.0380144,9.161901e-08
Li2Cl3Al7Ge,-7.0386925,9.1476075e-08
Li7O5Ti6Cl6La6,-7.0387197,9.147035e-08
Li6S7Al6La3,-7.039256,9.1357435e-08
Li3Zr4N7F4,-7.040209,9.115724e-08
Li4Ge5Al5Br6Ti,-7.0402093,9.115714e-08
Li3Cl5Ge7Si6Br,-7.0413256,9.0923145e-08
Li6Br7F7Zr2P7,-7.042312,9.0716824e-08
Li6Ge5SN5Al5,-7.0423226,9.0714636e-08
Li7F3Ge4N3S4,-7.0426216,9.065221e-08
LiSi3Br5,-7.043045,9.0563866e-08
Li3Ti7O4,-7.044191,9.032524e-08
Li5P7S4,-7.044204,9.032246e-08
Li4Br4Ti3,-7.0462837,8.989101e-08
Li3La3Al3SSi3,-7.046286,8.989052e-08
LiLa4S5,-7.049061,8.9318036e-08
Li5Zr3Cl4,-7.052807,8.8550934e-08
Li6BrTi7,-7.052935,8.8524786e-08
Li7TiZrO4N2,-7.054574,8.819135e-08
Li3S7Cl5,-7.055094,8.808587e-08
Li3BrClF,-7.055786,8.794555e-08
LiLa5P3,-7.0565267,8.779572e-08
Li7BrNSi3La4,-7.0576167,8.7575636e-08
Li3O3Zr2P6Si7,-7.058074,8.748347e-08
Li3N6S7,-7.058364,8.742509e-08
Li3LaTi4O6,-7.058504,8.739687e-08
LiNBr,-7.0586023,8.737711e-08
LiNBr,-7.0586023,8.737711e-08
Li6PGeF4,-7.059135,8.727001e-08
Li4Al6Cl5,-7.059236,8.72497e-08
Li7LaGe6Si6,-7.059607,8.71752e-08
Li3Ge3Al5La7Si5,-7.059812,8.7134055e-08
Li7S2Si3Cl3N7,-7.060123,8.7071705e-08
Li3NTi4,-7.0605826,8.697959e-08
Li4P2N5S5,-7.061651,8.676584e-08
Li6S7N4Si6,-7.0622997,8.6636376e-08
Li3Ti3Al4N7,-7.0629187,8.651299e-08
Li2Cl6Si7Ti2,-7.0641823,8.626164e-08
Li5La7S4Si4,-7.06791,8.5524356e-08
Li6Ti7BrZr2,-7.070263,8.50623e-08
Li3Br7Si5Al5P,-7.0705805,8.500012e-08
Li2ClP6,-7.0709295,8.493183e-08
Li2Al4P4Ge6Cl,-7.071159,8.4886985e-08
Li3P7Ge6,-7.07174,8.477345e-08
Li4Zr6Ti3,-7.0719595,8.4730644e-08
Li2TiGe6,-7.073417,8.4446725e-08
LiZr4Si7Al,-7.074194,8.429582e-08
Li4La3Zr3,-7.0742326,8.4288324e-08
Li7S6Ti3O5,-7.0755916,8.402498e-08
Li6S3Br4,-7.0762315,8.390127e-08
Li7Zr2BrTi7,-7.076273,8.3893255e-08
Li3F2Ge7,-7.0762763,8.389261e-08
Li4S5Cl5Ge6O3,-7.0772157,8.371135e-08
Li5Cl5Ti6O6Zr6,-7.0784264,8.3478305e-08
Li2LaZr,-7.0787296,8.342003e-08
Li3Al3P3Cl2Si5,-7.078906,8.3386155e-08
Li3N2Ge4,-7.079111,8.334679e-08
Li3Ti7Al,-7.079558,8.326109e-08
LiZr3Ge4TiAl6,-7.081379,8.29127e-08
Li4La5F4Si7,-7.082875,8.2627615e-08
Li2ZrGe2Ti3,-7.083123,8.2580364e-08
Li6Si3N2,-7.0839343,8.2426276e-08
LiF2Ti4S2,-7.083964,8.242067e-08
Li7La7SiS7,-7.0847707,8.22677e-08
Li7Br5S6,-7.084799,8.226237e-08
Li6BrTi5,-7.086977,8.1850814e-08
Li3S6N2,-7.0870767,8.1832034e-08
Li5SiO3,-7.087538,8.174519e-08
Li2Br3Zr5O7,-7.088711,8.15247e-08
Li2Si4Zr,-7.0888143,8.150528e-08
Li4Br3O3La3Ti4,-7.088933,8.1483e-08
Li7N5S5,-7.089,8.147039e-08
Li4TiF4Si6La5,-7.0908923,8.111622e-08
Li4Ti4ClFZr5,-7.0932307,8.068063e-08
Li5Al2S2Si7P2,-7.09426,8.0489606e-08
Li7Ti7P7La7F6,-7.0955863,8.0244206e-08
Li7Al5Ge,-7.0959005,8.018617e-08
LiSi7Zr4,-7.0968513,8.001081e-08
Li6N3F2LaAl6,-7.098365,7.973246e-08
Li7Zr5Al4La7,-7.098706,7.9669896e-08
Li2TiLaF2,-7.099643,7.94981e-08
Li7Zr7FBr2Cl4,-7.1022224,7.902737e-08
Li5Zr6Al3,-7.1023,7.901323e-08
LiBr4Si3Ge6,-7.103639,7.877001e-08
Li4Ti2SN6Si7,-7.1038833,7.872573e-08
Li4AlLa,-7.1045003,7.8613965e-08
Li7O6Zr2S6,-7.1046333,7.8589885e-08
Li7Cl4Br3,-7.1058283,7.8373944e-08
LiLa3F2Si7Al4,-7.108037,7.797637e-08
Li3TiBr2,-7.109884,7.764549e-08
Li3BrCl,-7.1102777,7.75751e-08
Li5LaO5Al3,-7.1114225,7.737086e-08
Li5Zr4Ge2,-7.111781,7.7307014e-08
Li2Al3O2Ge3,-7.113639,7.6977024e-08
Li3F6Ti2S5Zr3,-7.114109,7.6893734e-08
Li3P7Ge4F3Cl3,-7.114609,7.680531e-08
Li4Cl6Al4La5,-7.1157136,7.661016e-08
Li3Cl5La3F7Si7,-7.116787,7.642106e-08
Li7F2S6Si7,-7.11698,7.638708e-08
Li6Ti5Br2Cl5,-7.1175003,7.6295635e-08
Li2P2O,-7.118799,7.606779e-08
Li7S7Ti3O7,-7.1207623,7.5724714e-08
Li7P6O6Br6,-7.121363,7.562003e-08
LiAl2Br4Ge7,-7.121604,7.5578114e-08
Li7Ti5Ge2,-7.1218195,7.554061e-08
Li7Ti5Ge2,-7.1218195,7.554061e-08
Li4Ge7P7,-7.123992,7.516368e-08
Li3O4F2BrS7,-7.124939,7.499996e-08
LiFBr7,-7.1256104,7.4884106e-08
Li2OLa4Br2N5,-7.1317797,7.382787e-08
Li6Zr6Cl7,-7.1319437,7.379999e-08
Li7FP4La4,-7.1321297,7.37684e-08
Li2NGe2Si,-7.1321454,7.376572e-08
Li2Zr3O7Br7Al4,-7.133558,7.3526216e-08
Li3Si3Ti2Ge7,-7.134694,7.3334085e-08
Li6Al7Si5Zr3,-7.1353765,7.3218956e-08
LiPCl3,-7.1355476,7.31901e-08
LiAl3BrLa3,-7.1373987,7.287881e-08
Li3TiO2Zr2,-7.137702,7.282794e-08
Li4LaTi3,-7.137793,7.281267e-08
Li6La5FAl3P7,-7.1398053,7.247608e-08
Li2SiFGe6,-7.140392,7.237826e-08
Li5F7Br3La2,-7.1408114,7.230837e-08
Li4S4La6Cl2Al5,-7.1418276,7.213938e-08
Li4NF3BrZr5,-7.1424522,7.20357e-08
Li5Br4Si2Al5,-7.1427197,7.199134e-08
Li2Ti4S,-7.143468,7.1867426e-08
Li7Ge2ZrBr2La5,-7.1441307,7.175783e-08
Li2P5N4Ge7,-7.146396,7.1384484e-08
LiS7Cl5N4,-7.1479025,7.113732e-08
Li6Ti4Si3Al3F7,-7.1481156,7.110242e-08
Li6Cl5S7O4,-7.1483836,7.105856e-08
Li6Ti3O,-7.1490417,7.0950975e-08
Li4Ge2Al,-7.151441,7.0560056e-08
LiO6ZrClTi4,-7.1532516,7.02665e-08
Li6S4TiN6F,-7.153717,7.019125e-08
LiGe5Al7Zr4,-7.155022,6.998063e-08
Li5N6S5,-7.1553674,6.992502e-08
Li2SClAl7La3,-7.155528,6.989916e-08
LiAl2Zr,-7.15646,6.9749355e-08
Li2ZrGe5O2Si,-7.156677,6.971452e-08
Li3FSi,-7.1567,6.9710765e-08
Li6ClZr6,-7.1571093,6.9645125e-08
LiCl4Zr2,-7.1573825,6.960133e-08
LiZr2Cl4,-7.1573825,6.960133e-08
Li6Al6Zr4La7,-7.1601796,6.915449e-08
Li4Ge7OSi,-7.1602597,6.9141734e-08
Li7La2Ti6,-7.1604514,6.911122e-08
Li3Br2N,-7.162505,6.878518e-08
Li2ClO,-7.1628447,6.8731424e-08
Li2Al6O5N7Ti2,-7.165104,6.83748e-08
Li5La3Ti4,-7.168049,6.791272e-08
Li5La2Zr2,-7.1682835,6.7876044e-08
Li4S3La4Cl3,-7.170148,6.7585276e-08
Li3La2FO2Cl3,-7.17047,6.753513e-08
Li5La3N5,-7.171085,6.743962e-08
LiPAl6La,-7.171209,6.742037e-08
LiGe6Al,-7.1715317,6.737027e-08
Li6SiZrN3Al5,-7.1718245,6.7324876e-08
Li6F3PBr5Ge7,-7.1727023,6.718892e-08
Li4La4GeN4,-7.1739364,6.6998275e-08
Li5Br4F,-7.1755033,6.675699e-08
Li5Si6N,-7.1785235,6.629434e-08
Li3ZrLa7Ge2Si2,-7.179043,6.621512e-08
Li7GeBr4,-7.179354,6.6167665e-08
Li6La4FGeS,-7.1812057,6.588617e-08
Li6F5Br5La4,-7.181609,6.5825e-08
Li7S4Si2,-7.1824155,6.57029e-08
Li3Br5S5F6P7,-7.182739,6.565401e-08
Li2S5La4,-7.182851,6.563707e-08
LiSi5Zr2,-7.183278,6.557253e-08
Li4Al3Si6La5,-7.184188,6.54353e-08
Li3La7Ge4Ti3,-7.1847363,6.535273e-08
Li7La3Zr3,-7.1848254,6.5339314e-08
Li5Al3Ge7O2,-7.1856546,6.521468e-08
Li6AlZr4,-7.186087,6.514977e-08
Li4F6LaTi2,-7.187131,6.499337e-08
LiZr7Si6Al3N7,-7.1880417,6.485722e-08
Li5NZr7,-7.1889277,6.472504e-08
Li6Br7Ge5F4,-7.1906815,6.446419e-08
Li5Br5Si2Al7,-7.190915,6.442952e-08
Li3SP5,-7.191299,6.43726e-08
Li4O3Si6S4N7,-7.1922092,6.423782e-08
Li6Zr3O4,-7.1926837,6.416767e-08
Li7Br5Si,-7.1927824,6.415309e-08
Li6Zr2F3Ge2O2,-7.193661,6.402341e-08
Li3N6Ti4Si3O6,-7.1942196,6.3941144e-08
LiS2Ge7,-7.1946187,6.388241e-08
Li2N2GeAl,-7.19567,6.372794e-08
Li3N3Al5Ge7,-7.1956835,6.372598e-08
Li3Ge7S,-7.196809,6.356107e-08
Li7N4Si7S3,-7.1968946,6.3548505e-08
Li3P5S5,-7.1976876,6.343258e-08
Li2Al6Br3Si7O3,-7.1987953,6.3270996e-08
Li2ClSi7,-7.200199,6.3066814e-08
Li3Ge6S4,-7.20023,6.306231e-08
Li5PLa2,-7.2008905,6.2966485e-08
Li3F5La2P4Si5,-7.202411,6.27464e-08
Li6Br3La5PTi4,-7.2029176,6.267328e-08
Li3La4Al7S3P4,-7.2031493,6.263985e-08
LiZr3Ti4La4,-7.2047243,6.241309e-08
LiTi6Si,-7.2052765,6.233379e-08
Li5La5S4Cl3P2,-7.2076797,6.19898e-08
Li5Al2N2,-7.20785,6.196551e-08
Li6Si3O4Br5,-7.2110023,6.1517355e-08
LiGe7Al7Br4P3,-7.2110705,6.15077e-08
Li2Ge5N2La6,-7.211476,6.145032e-08
Li3Al6Br4,-7.2126827,6.127979e-08
Li6N3La6Si7,-7.214515,6.1021765e-08
Li6N2Al4S4Si5,-7.215487,6.088538e-08
Li6La2Si,-7.218267,6.049689e-08
LiCl3Ti3,-7.2188907,6.0410066e-08
Li2Ge7Al2,-7.2191606,6.037254e-08
Li2SP5,-7.2214994,6.004828e-08
Li4O3Ge6Si5,-7.222093,5.996625e-08
Li7O2F4AlBr3,-7.2237425,5.973894e-08
Li5S6La7,-7.2247343,5.9602666e-08
LiF6La3Br3Cl7,-7.225404,5.9510857e-08
Li3Br7O4La7,-7.2256327,5.9479504e-08
Li4S7N3,-7.22711,5.927753e-08
Li3BrO3,-7.2275925,5.92117e-08
LiO3Zr4,-7.230587,5.880483e-08
Li3O3Ti3Cl,-7.232158,5.859247e-08
Li7Zr5Cl5,-7.233308,5.843757e-08
LiF7Zr,-7.235877,5.8092887e-08
Li7Ti7Br3Cl2F7,-7.237104,5.7929004e-08
Li3Cl2Br4,-7.239374,5.7626977e-08
Li5Zr2La,-7.239779,5.7573285e-08
Li5Cl3O6S3Zr2,-7.240545,5.7471855e-08
LiTi7Al,-7.240879,5.7427638e-08
Li7Si6N7S3,-7.241392,5.735983e-08
Li3Ge2Al3Br2,-7.2418766,5.7295882e-08
Li3Si6P5Br4,-7.243172,5.7125213e-08
Li4O2P3Si2,-7.2433195,5.7105837e-08
Li2GeAl,-7.2445016,5.6950615e-08
Li4Ge5La6,-7.2452865,5.6847785e-08
Li7Ge2Si7Al5,-7.245559,5.681209e-08
Li6P5La5,-7.2460217,5.675162e-08
Li2GeN7SAl7,-7.2465777,5.667901e-08
Li2Ti4Br3Cl5,-7.2472777,5.658773e-08
Li7Si6GeAl5,-7.247367,5.6576113e-08
Li5Zr6Ti4,-7.247444,5.6566048e-08
LiLa4S4O6Zr6,-7.247714,5.6530908e-08
LiAl7N3Ge6,-7.247921,5.6503975e-08
Li5PAl5,-7.248645,5.6409878e-08
Li4Ge3O4Br5,-7.2504272,5.6178838e-08
Li7Br7Ti5FZr4,-7.251082,5.6094212e-08
Li5N5S3P5,-7.2513294,5.6062255e-08
Li6TiSiAl7Zr2,-7.251473,5.604373e-08
Li5F2Cl4,-7.253143,5.5828654e-08
Li6PAl6,-7.254338,5.5675255e-08
Li4Ti2Ge5NF4,-7.254401,5.5667126e-08
Li5Zr4FAl7O5,-7.2546477,5.5635535e-08
Li3P6Ge4Br3,-7.2553926,5.55402e-08
Li6ZrAl5Si4,-7.255633,5.5509474e-08
Li2Ti4Ge5Al3,-7.2556906,5.5502102e-08
LiF4Ge3Br5P2,-7.25876,5.511122e-08
Li7GeTi5F7,-7.259329,5.5039077e-08
Li3F4Ge2Ti4,-7.260091,5.4942596e-08
Li2P4Ge7,-7.2604756,5.4893935e-08
Li5Ti3Br5La4,-7.2609906,5.482888e-08
Li2Ge3Al6N4,-7.261754,5.4732585e-08
Li6Cl4Zr7O,-7.262482,5.46409e-08
Li7Si3Al,-7.263299,5.4538226e-08
Li2La5Ge2,-7.264424,5.439715e-08
Li2SO,-7.2646785,5.4365266e-08
Li5Zr2N4,-7.2667007,5.4112707e-08
Li2TiAl7Zr4,-7.268482,5.3891192e-08
LiGe5Al2,-7.2687063,5.386339e-08
Li4Ti5O,-7.269186,5.3803927e-08
Li2Si3Ge6Cl5Al6,-7.2696548,5.374589e-08
Li4Cl7N5Al6,-7.2701645,5.3682843e-08
Li7Zr4Ti4F5Al2,-7.271396,5.3530812e-08
Li4Al5S3Ge7,-7.2715855,5.3507485e-08
Li5N4Al6S3Cl5,-7.2717905,5.348223e-08
Li2P4S,-7.271875,5.3471837e-08
LiAl4SiZr3,-7.2719717,5.3459917e-08
