formula,log_conductivity,predicted_conductivity
Li4Si4F3Zr7N,-6.1832323,6.557943942695452e-07
Li4Zr3P3FSi7,-6.1840844,6.545089656245639e-07
Li5Cl6N4Ti6,-6.1854753,6.52416145362226e-07
Li4Br4ZrTi2Al6,-6.187509,6.493681744074687e-07
LiLaS6Cl4,-6.1878867,6.488036732493996e-07
Li4Ge3OCl5,-6.1880527,6.485557289775727e-07
Li4Ge4P,-6.1880717,6.485273558579098e-07
LiZrZr4P7N3,-6.188086,6.485060021707331e-07
LiZr4N2Ge5P3,-6.1882563,6.482517532082053e-07
Li6Ge5Ti2Cl,-6.188418,6.480104358506471e-07
Li3OZr6S,-6.18931,6.466808492815403e-07
Li6F3Ti5N7La3,-6.189527,6.463578088163011e-07
Li7N5Ti7GeAl7,-6.189538,6.4634143779122e-07
Li7GeP4FSi7,-6.1898155,6.45928578622733e-07
Li2NAl3Zr2,-6.1900325,6.456059139438865e-07
Li6P3Si4La3P,-6.1906443,6.446970752743323e-07
Li6Br3La6GeN7,-6.190749,6.445416700117708e-07
Li7Cl7Br,-6.192033,6.426388843481443e-07
Li4Al4Br7Zr7,-6.1924696,6.419931585491039e-07
Li2SP4Zr3,-6.1926947,6.416604920724088e-07
Li5Cl4La,-6.19294,6.412981690815252e-07
Li7La7S4Zr3Ge,-6.1931863,6.409345748735271e-07
Li5FCl7,-6.193198,6.409173081712599e-07
Li4ClP4Al3,-6.1934705,6.405152878998496e-07
Li6Zr6S3S7,-6.1936727,6.402171444695996e-07
Li2S3N3P3Br3,-6.1940565,6.396516139160596e-07
Li7Ti6Cl6Br2S2,-6.1940737,6.396262813586453e-07
Li3N5Al6Ti7,-6.194195,6.394476564001131e-07
Li6P7Br2Ge5,-6.194805,6.385501334564286e-07
Li2Ge5Zr5,-6.1951585,6.380305882181158e-07
Li7Br6Si2La4F3,-6.195188,6.379872506582329e-07
LiO4S6N4Zr5,-6.195273,6.37862396182578e-07
Li4S2Cl7,-6.196225,6.364656942822648e-07
Li6SiS6La2Ti6,-6.1964345,6.361587426337028e-07
Li6Br3Si7,-6.196495,6.360701278230783e-07
Li6O3Ti3P7Al5,-6.1974826,6.346253267233577e-07
Li2Ge3Br6Si,-6.197754,6.342288595457906e-07
Li3Ge6Zr3Ti,-6.1980257,6.338322022157994e-07
Li6O4S2Ge3,-6.19892,6.325283566745531e-07
Li3Br6Ge5,-6.2003603,6.304341058340456e-07
Li6La3Ti7N7O2,-6.200927,6.296120046340107e-07
Li2N5Br6Zr3F,-6.201282,6.290975589194089e-07
Li2Zr3Br7,-6.201751,6.284185553574776e-07
Li7Cl6O,-6.201757,6.284098734942636e-07
Li5P4Br4F2,-6.2021866,6.27788563729675e-07
Li7BrAl2Zr2S7,-6.2021976,6.277726630285738e-07
Li3Cl2Zr2S4Ti2,-6.2024407,6.274213603159868e-07
Li7O6Si7Zr6,-6.2026396,6.27134077052523e-07
Li6O2La2N3,-6.2031784,6.263565163497743e-07
Li7PGeZr7Ti3,-6.2042828,6.247657309232325e-07
Li2Cl5Ti4Al7Br7,-6.204379,6.246273552134273e-07
Li7Br6Si4,-6.2055693,6.229177410456245e-07
Li7Cl2La3S6P,-6.205791,6.225998332069096e-07
Li7Ge6SZr7,-6.2062235,6.21980114553611e-07
Li5Zr7La7N7Cl6,-6.2075706,6.200538379536699e-07
LiS5Zr6,-6.20805,6.193697633926176e-07
Li3F2Ti5Zr3P,-6.20863,6.185431475690676e-07
LiClZr3,-6.2089643,6.1806720458851e-07
Li3Cl7Br2,-6.209199,6.177332809733269e-07
Li2Zr3Ge5,-6.2098494,6.168088551646512e-07
Li6Al5Br5Cl3,-6.210368,6.160727505727185e-07
Li2Ti6Zr3Ge4Br2,-6.2105556,6.158066861989181e-07
Li4Br5Br4P6N7,-6.210646,6.156785171032757e-07
Li5Br6S5Ge5,-6.211082,6.150607309127682e-07
Li6ZrTi3SiS4,-6.2121186,6.135944178744491e-07
Li7Si5Ge5N5P6,-6.21271,6.127594250517759e-07
Li7Br5NGeZr7,-6.213704,6.113585636543752e-07
Li2Si3Cl,-6.213853,6.111488515688293e-07
Li5Zr5F7Si4,-6.2139544,6.110061758909362e-07
LiZrGe2,-6.2140923,6.108121960465049e-07
Li3S6N5Zr5,-6.2169523,6.068029731070077e-07
Li7Cl2La2,-6.217023,6.067041980127066e-07
Li7Ti4Cl2Al4,-6.217747,6.056936212561056e-07
LiS2Al2Zr3,-6.218056,6.052628242491582e-07
Li3Al7S6Ti7,-6.218099,6.05202899442092e-07
Li7P4Ge7S4O3,-6.2182784,6.049529515776443e-07
LiP3Zr4Ge7,-6.218288,6.049395793512165e-07
Li3S3Ge,-6.2183595,6.048399934217815e-07
LiGeO7N7Ti2,-6.2192955,6.035378341083505e-07
Li7Cl6Zr2S,-6.2195077,6.032430123903654e-07
Li7GeF2,-6.2198305,6.027948038528619e-07
Li7P6Br6Al7,-6.2208395,6.013959512585948e-07
Li6P7Cl6F5La3,-6.2226377,5.989110142036138e-07
Li6Ge6Cl5,-6.2234373,5.978093454406717e-07
Li4Br5S5,-6.223644,5.9752488916512e-07
Li2Zr5Br3NO4,-6.223929,5.971329000058258e-07
Li7FCl4Si7Ti,-6.224284,5.96644992438634e-07
Li5Ge2S3,-6.2243156,5.966015811206472e-07
Li7S7Cl6La6,-6.224673,5.961108134462651e-07
Li7Ge7O3Zr7Si2,-6.2251887,5.954033858527975e-07
Li5La2N4,-6.225546,5.94913740804234e-07
Li4Ge7F4Zr7,-6.225704,5.946973455270658e-07
Li5S3Ti6Si6,-6.2258806,5.94455569024524e-07
Li3Ti7Br4N6,-6.2268624,5.931132142589844e-07
Li7O7Ti6Cl5S3,-6.227278,5.925459034684304e-07
Li7GeO3Si6,-6.228793,5.904824577830209e-07
Li3Br7Al5Cl5S6,-6.2296968,5.892548964388628e-07
Li3Ti6Al4La6Si4,-6.2297115,5.892349516761651e-07
Li5Zr6La3S3,-6.2304864,5.881845329457929e-07
Li5P7O6N3Zr6,-6.2305045,5.88160019813242e-07
Li7N3Zr7Br5La2,-6.2308054,5.877526555424487e-07
Li4Zr6La7Br6,-6.2310467,5.874261827708547e-07
Li2Ti7Al7S5,-6.2311583,5.872752521409747e-07
Li4La6Br6Zr3,-6.231906,5.862650437465979e-07
Li4Br3Si7Cl6P4,-6.231953,5.862016006975485e-07
Li5P3SLa2,-6.232147,5.859398020357822e-07
Li3Zr3La4N4Ti3,-6.233398,5.842544111208294e-07
Li3Si7ZrTi5S5,-6.233677,5.838791942135696e-07
Li6S4Br3Ge7,-6.23488,5.822640810569504e-07
Li7N3La6Ti3Ge5,-6.2357645,5.810794275320383e-07
Li2P3Ti2,-6.236733,5.797850330474438e-07
Li5Cl7Si7,-6.236873,5.795981625566333e-07
Li3Ti7La4Si4,-6.2370143,5.794096179115138e-07
Li2La7Br6La6,-6.2370505,5.793613240581237e-07
Li6Cl6Si7,-6.2371864,5.791800579137379e-07
Li3Zr4P7Al3,-6.237191,5.791739233339352e-07
Li7La3SBr3,-6.238594,5.773059053689708e-07
LiZr3Ge3,-6.238896,5.769045975325194e-07
Li3OBr4,-6.2393374,5.763185520315869e-07
Li6La4Ge3Cl,-6.2395973,5.759737620607566e-07
Li4P7Ti5Si3,-6.23964,5.759171348834504e-07
Li7Zr2Br6Al6N,-6.240075,5.753405709607645e-07
Li5S4BrP4N6,-6.240334,5.749975576611517e-07
Li3Zr2Si3S2La3,-6.2406435,5.745879315794401e-07
Li5Al3Cl5,-6.2409844,5.741370850290315e-07
Li4Zr3P6,-6.2411265,5.739492596306919e-07
Li6La4Ti7Zr7,-6.241621,5.732961166586732e-07
Li3Zr3La2Ti4,-6.241621,5.732961166586732e-07
Li6Si4P2La,-6.2418113,5.73044963681617e-07
Li5Zr3S5N4,-6.2422204,5.725054166168328e-07
Li6Si3Zr5Br3Ti3,-6.242582,5.720289385401352e-07
Li5Cl4TiBrLa3,-6.2430253,5.714453459233581e-07
Li7O4Ge2Al3S4,-6.2431283,5.713098344352664e-07
Li7Zr2Ge,-6.243292,5.710945293831239e-07
Li7TiS4F4,-6.243345,5.710248389668637e-07
Li3Br5Zr5Al2,-6.243418,5.70928864203645e-07
LiBr6Ti4O7Ge4,-6.2435207,5.707938694833694e-07
Li4La6Al6F7Ge3,-6.2436466,5.706284229124437e-07
Li4Si3ClGe4Br7,-6.2438145,5.70407858298786e-07
LiTiN5Br,-6.2440143,5.701454988097451e-07
Li7La2Ge7,-6.24408,5.700592538132894e-07
Li2Cl3Ti4NS2,-6.244154,5.699621289525837e-07
Li5O2S2,-6.244354,5.6969971212059e-07
Li6Si6FZr7,-6.244689,5.692604345726103e-07
LiN6Ge5La3Cl6,-6.2448864,5.690017472530759e-07
Li6Ge3LaP4Al4,-6.245434,5.682847475811814e-07
Li6Al2Br7La7,-6.2461715,5.673205300676034e-07
Li2Zr5Ge2,-6.2468543,5.66429286628372e-07
Li2Ge2Zr5,-6.2468543,5.66429286628372e-07
LiS4Ge6Zr6,-6.2469068,5.663608175562617e-07
Li6Br3SiZr,-6.2472053,5.659716792514069e-07
Li4ZrGe,-6.247278,5.65876944689725e-07
Li6S6ZrF4,-6.247847,5.651360346390587e-07
Li3O5Al2Br4Ti5,-6.247876,5.650982989585153e-07
Li4Zr7Si7BrF7,-6.2478886,5.650819042411606e-07
Li3Si6Ti7O2,-6.2503304,5.619136731604272e-07
Li7Br3S6,-6.2514696,5.604416461144169e-07
Li7S6Br3,-6.2514696,5.604416461144169e-07
Li7La3O7P3,-6.251637,5.602256639718819e-07
Li4S6TiGe3,-6.2518616,5.599360122293994e-07
Li5S5Al7Ti5Ge2,-6.251865,5.599316286254886e-07
Li3Al4Br4Ti7,-6.2518764,5.599169309098717e-07
Li2Ge5Br4Cl2,-6.25197,5.597962695159077e-07
Li4Si6Br3,-6.252546,5.590543100089475e-07
Li3N3Si2LaZr6,-6.253121,5.583146194678881e-07
LiBr5P,-6.2531233,5.583116626718014e-07
Li3GeLa,-6.2535176,5.578049963580865e-07
Li7BrCl2Ti7La3,-6.253854,5.573730936902349e-07
Li3LaGe3P5Al6,-6.253897,5.573179102661655e-07
Li7Zr5N7S2Br4,-6.253944,5.572575997497971e-07
Li7ZrFN3,-6.2541957,5.569347287337976e-07
Li5OBr,-6.2551713,5.556850336203284e-07
Li5Cl4Si6,-6.255268,5.555613185763992e-07
Li7Br5Zr6Cl6,-6.2553806,5.554172962637261e-07
Li6P5La2Al4S7,-6.2562423,5.543163644978285e-07
Li6Zr5S3Si4,-6.256511,5.539735124782285e-07
LiTi5F3Ge6,-6.2567444,5.536758741574682e-07
Li6Ge7Ti5F3Si7,-6.25733,5.529298041358283e-07
Li4BrLa3Br4,-6.2578044,5.523261430359864e-07
Li4La3Br5,-6.2578044,5.523261430359864e-07
Li6LaGe5N3,-6.258091,5.519617717187458e-07
Li6Zr7Cl4La7,-6.258253,5.517559180052954e-07
Li7S3Br6S7,-6.258378,5.515971327384564e-07
Li6Al2P6F3Ge4,-6.2588744,5.509670156100343e-07
Li7Si7Ti7Al6F5,-6.258876,5.509649857762743e-07
Li4N2Zr7O,-6.259476,5.502043250852465e-07
Li5Zr6Ge2Si7,-6.260114,5.493966412214529e-07
Li7S7Ti2Si7P7,-6.2604866,5.489254922443415e-07
Li6Zr6Cl7P,-6.260948,5.483426164781966e-07
Li6Br5Ti5Ge5La6,-6.261543,5.475918805709733e-07
Li2Al4N3Zr6,-6.2615647,5.475645202257663e-07
Li5BrZr5N3,-6.26172,5.473687508316464e-07
Li6Zr6O2S6N3,-6.2622175,5.467420791824665e-07
Li6S4N2O,-6.262275,5.466696960650148e-07
Li7Si2Cl6Zr6,-6.2627873,5.460252168437743e-07
LiS3Ti,-6.2628756,5.4591421122986e-07
Li4La3Ti7Zr5,-6.2634025,5.45252292204758e-07
Li7Ti2Zr7Si7F3,-6.2642193,5.442277718722325e-07
Li6La2Cl7,-6.2642927,5.441357998471394e-07
Li2N4Zr7Al5,-6.265216,5.429802085670995e-07
Li6FAl5S2Ti2,-6.265443,5.426964741292569e-07
Li6P5Al3,-6.266345,5.415705002795943e-07
LiSi4Cl2Br7S3,-6.267265,5.404244633901085e-07
Li5S4N2,-6.2686477,5.387066045070715e-07
Li5N5Ti4Br,-6.2686954,5.38647439827338e-07
Li7Br3Al5Cl,-6.26892,5.38368944607353e-07
Li7Ge7Cl5,-6.2691383,5.380983991295929e-07
Li3Ti3FSi3Al3,-6.2691913,5.380327352167105e-07
Li6S5Cl6N6,-6.269788,5.372940113835807e-07
LiZr2N,-6.2703896,5.365502480730799e-07
Li5Br4Zr7Al3,-6.2705603,5.363393977539804e-07
Li4S6Br3O3,-6.2709413,5.358690816188886e-07
Li6La2SiGe7,-6.2710195,5.357726005641975e-07
Li2TiP4,-6.272343,5.341423342594846e-07
Li5P3F,-6.2728786,5.33484001472896e-07
Li6La5Cl6Zr3P2,-6.273329,5.329310203704381e-07
LiCl2Ge3Br4,-6.2733517,5.329031654965892e-07
LiS5Cl5Zr7O7,-6.2752957,5.3052310162561e-07
Li6O2Br4Si5La6,-6.27609,5.295536917006511e-07
Li2N7Ti7Si4,-6.277424,5.279295845106028e-07
Li2BrN,-6.277633,5.276755846495758e-07
Li4Si7P3Al7Zr4,-6.27766,5.276427801850604e-07
Li6Cl5Br7Zr4,-6.277942,5.273002776386889e-07
LiCl7Zr4Ge7S7,-6.277984,5.272492856465399e-07
LiTiClZr3,-6.27939,5.255451106109762e-07
LiAlCl2,-6.279962,5.248533819844955e-07
LiLaS2O5Zr3,-6.2816687,5.227948491117423e-07
Li2Zr3SiCl2La5,-6.282173,5.221881353704684e-07
Li2Zr2Br3Al3N4,-6.2822347,5.221139536326524e-07
Li5AlGe5Br3,-6.2822924,5.220445906192763e-07
Li6S5Ti6O7,-6.282674,5.21586089005375e-07
Li5Cl5S7ClP,-6.282989,5.212079123191588e-07
Li3Zr5Br6Cl2,-6.2830386,5.21148389489986e-07
Li4Ge2Al5Zr2Br3,-6.2834935,5.206028005028511e-07
Li7O3Ge5P,-6.283949,5.200570642056223e-07
Li7NGe4,-6.284395,5.19523264209255e-07
Li7Ge4N,-6.284395,5.19523264209255e-07
Li7Cl4LaSN7,-6.285248,5.185038673535818e-07
LiSiZr,-6.28551,5.181911600774507e-07
Li7Zr5Ge3Ti5Si5,-6.285911,5.177129160261056e-07
Li5Cl7Ti7OGe,-6.2875013,5.158206210328606e-07
Li7Si3Ti6N7,-6.2878327,5.154271604750485e-07
Li6P3F2,-6.2880545,5.151639921385781e-07
Li7Si7P3,-6.2894654,5.134930855821209e-07
Li7Si4Ti2Al6La2,-6.289469,5.13488829098275e-07
Li4La2N3F6Ge4,-6.290054,5.127976189789177e-07
Li3Zr5P7,-6.2913947,5.112170148192643e-07
LiN3Ti6Ge2F3,-6.2921143,5.103706601528422e-07
Li2La5Cl5Si4,-6.2921515,5.10326945631366e-07
LiZr3S7Al3,-6.292493,5.099258165417184e-07
LiBr2Ti2Zr7Cl7,-6.292589,5.098131108308373e-07
Li5O6Zr7Cl3Br5,-6.2926645,5.097244899849889e-07
Li5N3Al2Si3Ti7,-6.2929964,5.093350930743104e-07
Li7BrCl6,-6.2930055,5.093244208208485e-07
Li4P7La2Zr,-6.293605,5.08621834547457e-07
Li6S7Ge4,-6.2943544,5.077449352314186e-07
Li6La6Si7Ti2Br,-6.294515,5.075572083212333e-07
LiZr5Si2Al6Br2,-6.294735,5.073001608272606e-07
Li5S6Cl6Al6La4,-6.295301,5.066394458515186e-07
Li2S4Al2Cl,-6.295346,5.065869524515529e-07
Li6Ti5Ge5Zr2La6,-6.295728,5.061415608068935e-07
LiP3S2Br2,-6.2959347,5.059007229136982e-07
Li3SiBr5,-6.295975,5.058537804493618e-07
Li5Cl5FLa,-6.2967677,5.049313083126005e-07
Li7Ge5La,-6.297221,5.044045552401163e-07
Li5La2F3P4,-6.2976394,5.039188450876205e-07
Li5ClP7,-6.297749,5.037916904969969e-07
LiTi6Br2Ge4P6,-6.298395,5.030428725463838e-07
Li4Si2Br,-6.2986083,5.027958680275708e-07
Li3Zr6N2S7Ti2,-6.298623,5.027788496806136e-07
Li4PZr3La3N7,-6.299535,5.017241432187061e-07
Li3Zr2P,-6.299826,5.01388074426012e-07
Li3Cl3GeAl3S3,-6.2998834,5.013218111533409e-07
Li7P5La5Si7,-6.30061,5.004837717617703e-07
LiTi5Ge4,-6.3008714,5.00182623349017e-07
Li3Ti5La5Cl4,-6.301392,4.99583400757535e-07
LiTi5N2,-6.3015995,4.993447636129234e-07
Li5Cl3OSi4,-6.302188,4.986685740873388e-07
Li7BrP4Al7,-6.303085,4.976396775421966e-07
Li2P4Ti5,-6.30314,4.975766593589857e-07
Li7Cl6Br6Zr5,-6.3033576,4.973274147438493e-07
Li7Al6Br6,-6.3034015,4.972771456960198e-07
LiF2Zr6Cl3La5,-6.303412,4.972651231004572e-07
Li4OS4Ge4,-6.3036027,4.970468204366114e-07
Li4Si7STi4Zr,-6.303748,4.968805534770942e-07
Li5Br5Si7F,-6.3041024,4.964752463748847e-07
Li2Zr3S5N6,-6.304141,4.964311217228558e-07
Li7Si4Br4Al3S6,-6.3045454,4.959690773863002e-07
Li7Cl5N5Zr6,-6.3046513,4.958481531648663e-07
LiLa4Cl4Si4,-6.3047457,4.957403853234992e-07
Li5ClS4Ge6O2,-6.3057055,4.946459983306372e-07
Li6Br4Si3Zr4O4,-6.3060994,4.94197563606532e-07
Li7Zr4AlBr5,-6.3061514,4.941383946878472e-07
Li7Al6Cl5Zr6,-6.306263,4.940114330008367e-07
Li2La6S7P7F,-6.3062954,4.939745792666588e-07
Li6P2Al4N5,-6.306816,4.933827939592584e-07
Li4Ti2N2Al5Br5,-6.307546,4.925541697836554e-07
LiGe7FCl4La7,-6.309018,4.908875301454038e-07
LiFAl2Zr3,-6.309546,4.902910889417347e-07
Li7Ge4N6,-6.3096557,4.901672601978629e-07
Li2Zr2Cl5,-6.310319,4.894191968471565e-07
Li5Si6S3Br6P7,-6.311425,4.881743987005317e-07
Li5S5Zr2Si2,-6.3116527,4.879185166193768e-07
LiAl2PZr,-6.311773,4.877833814260055e-07
LiP3Zr,-6.3122005,4.873034655960636e-07
Li5O4Zr5Ti4,-6.312809,4.866211715888072e-07
LiTi3S6F3,-6.3129096,4.865084636855863e-07
Li3GeZr5La4,-6.3129644,4.864470791114133e-07
Li7SBrSi3,-6.313087,4.863097759742437e-07
Li7Ge6Ti3F,-6.3131623,4.862254646296546e-07
Li4Cl7P6,-6.313177,4.862090071482349e-07
Li7PTi6F7Ge3,-6.314167,4.851019272189583e-07
Li7Si4N7P4S3,-6.314931,4.842492982124911e-07
Li3N2Ti6F,-6.3158674,4.832063134158699e-07
Li7Ge5S6N3,-6.3164163,4.82595980070162e-07
Li7Cl4Br4N,-6.318303,4.805039918743626e-07
Li6Cl4Al6Si2Br3,-6.3194075,4.792835242143804e-07
Li2Zr2Ge4S7,-6.3195057,4.791751638198947e-07
Li5Ti5Br2O3,-6.3206463,4.779183435372361e-07
Li4S3N6Ti4,-6.32067,4.778922636394614e-07
LiSi3Zr5,-6.3211646,4.773483217266067e-07
Li7Zr5Si7,-6.321194,4.773160082475506e-07
Li5Si7Zr5,-6.3215356,4.769407167183867e-07
Li5O2La2Br4N,-6.3215795,4.768925083249013e-07
Li7La6Zr5Cl4,-6.322263,4.7614255712827497e-07
Li3N7Br7La,-6.322496,4.7588717405148364e-07
LiPLaGe7,-6.322601,4.757721320341249e-07
Li3OCl3,-6.3231435,4.751781911659461e-07
Li6Al5Ge4Ti3P7,-6.323371,4.749293399055881e-07
Li2LaSi5S5Cl3,-6.3233933,4.7490495402730386e-07
Li7La2Al6S6N5,-6.3237095,4.745593123023215e-07
Li2FSiCl,-6.323836,4.7442110421213974e-07
Li7P6Al,-6.3240952,4.741380399169375e-07
Li6La5Br6N5,-6.32467,4.735109210310943e-07
Li6BrSi3S4,-6.325443,4.7266886936412526e-07
Li2Zr3Cl5,-6.32597,4.720956513495432e-07
Li4P5Ti4,-6.326044,4.7201521721209104e-07
Li2Zr7Ge3,-6.326275,4.717642204183975e-07
Li4Ge6Zr3,-6.3277807,4.7013144479997676e-07
Li2Ge2TiClAl4,-6.328013,4.698800431905235e-07
Li5P6ClN7Ge4,-6.3289914,4.688226657884478e-07
Li7Si2La,-6.331599,4.660161847428691e-07
Li7P7Ge7N5Al6,-6.3329906,4.6452532943947075e-07
Li5Ge3Br,-6.3331532,4.643514435534899e-07
Li4S6Zr6La5N2,-6.333227,4.6427254265459185e-07
LiTi4PF2Cl5,-6.3332605,4.642367316300808e-07
Li6NLa,-6.3333216,4.6417142371049926e-07
Li3P2GeZr5Al7,-6.3334317,4.6405376438379716e-07
LiZr3N,-6.333499,4.639818583386062e-07
Li5Si2La2P7,-6.33471,4.626898792853361e-07
Li3GeTi3F2P2,-6.335686,4.6165123317807013e-07
LiP6Br2Cl2,-6.336442,4.608483108428444e-07
Li4Ge2Si4Zr6Ti7,-6.336834,4.6043253067477373e-07
Li4Zr5Cl5La2,-6.3369694,4.6028900398956486e-07
Li5Ti5Al4S3Ge,-6.337409,4.59823327630206e-07
Li7Si2La3Ge6,-6.337616,4.596042119091783e-07
Li3Si5Zr5,-6.337655,4.595629409278161e-07
Li5S3Zr3La3,-6.3381724,4.5901576316584966e-07
LiFNZr4Al4,-6.338888,4.582600519466952e-07
Li6Ti3Cl7,-6.338946,4.5819885543285034e-07
Li4Al5Zr6Si7F5,-6.339058,4.580807059805945e-07
Li2Br6S5Al5O3,-6.339436,4.576821764549703e-07
Li4Zr4Si5,-6.3396335,4.5747408797279906e-07
Li7N6Zr4O5Ti3,-6.340023,4.5706398311347524e-07
Li5P3Ge2Si4,-6.3401113,4.5697106310451136e-07
Li7P2Zr6,-6.340617,4.5643926777739653e-07
Li6Zr7Ti7Ge6,-6.341246,4.557786734012179e-07
Li4SLa2F2Br,-6.3421397,4.5484172716000694e-07
Li2BrLa2Zr4,-6.3424864,4.5447876906079755e-07
Li7Br5S4Si4,-6.343215,4.5371694583917386e-07
Li7Si2Cl2LaS2,-6.3432975,4.536307644703159e-07
LiSi2Ge7Ti7,-6.343676,4.532355845800663e-07
Li2Zr6Br6Cl5,-6.344517,4.5235875487899594e-07
Li3Si4Cl,-6.345008,4.5184762095749055e-07
Li2P6LaCl3,-6.345699,4.511292640339088e-07
Li7Cl6Al6Zr3S7,-6.3461547,4.506561477596138e-07
Li5Zr3Al3P7,-6.346829,4.499569870057006e-07
Li5Si5Zr4,-6.347165,4.496090040465422e-07
Li7N7P4Si5Zr,-6.347473,4.492902560862837e-07
Li5P6Br6Ge3Si,-6.347554,4.4920646704751477e-07
Li2NZrSi3,-6.3476524,4.491046999031765e-07
Li5P3Ge7N3Si2,-6.348125,4.486162492131914e-07
Li4Si4O2Ge,-6.3483057,4.4842962908028165e-07
Li3Ti7La2,-6.3488183,4.4790065752904077e-07
Li2Al2Cl3,-6.3490744,4.476366119359914e-07
Li6BrGe7,-6.3494134,4.4728733372176603e-07
Li3Ge5Zr2,-6.349975,4.467093060655766e-07
LiGeZr,-6.3502326,4.464444208288422e-07
LiOClZr7La4,-6.3503017,4.463733933194006e-07
Li3Si6Zr5,-6.3505216,4.4614743451261673e-07
Li6Al4S5ClSi2,-6.350956,4.4570140178789716e-07
Li6Cl7AlSiLa3,-6.3513627,4.4528421501835125e-07
LiBrNAl2,-6.3514705,4.451737008777852e-07
Li6P3La3S,-6.351478,4.4516601306671094e-07
LiPTi4,-6.351728,4.449098286531885e-07
Li5Zr6Ti3Si7,-6.3522778,4.4434694640392785e-07
Li4SAl,-6.3524337,4.441874664666381e-07
Li7Cl3Si7S,-6.3537855,4.428070227442265e-07
Li5O6Si7La5Cl2,-6.3544326,4.4214773033017286e-07
Li7Br2Ge2Ti6F7,-6.3551726,4.4139499056197736e-07
Li6F4Zr2N4Ge3,-6.3553743,4.4119004045902323e-07
Li4Zr6Al5,-6.355696,4.4086335364197705e-07
Li5Ge3F,-6.3557086,4.4085056324765386e-07
Li6S7O4GeBr5,-6.3560343,4.405200704439216e-07
Li5Ti5N3,-6.356372,4.401776626746754e-07
LiAl2Zr7N,-6.3565,4.400479478359842e-07
Li7Si6Zr2Ti7S2,-6.3572035,4.393357050027515e-07
Li6Zr4ClN4,-6.357236,4.3930282897792104e-07
Li4Zr3Al2O2Cl3,-6.357528,4.390075608650859e-07
Li3Si5Br3Cl2,-6.3578606,4.3867148011006284e-07
Li7AlS4,-6.358797,4.3772666163297973e-07
Li2LaAl4Cl7,-6.361479,4.3503179577440956e-07
Li3Zr2AlS5Si5,-6.361517,4.349937329259886e-07
Li5Br2Al6PSi2,-6.3615274,4.3498331630582824e-07
Li5Cl3S3N7P2,-6.3618755,4.3463480387469887e-07
Li4S5La7Zr5,-6.3645663,4.3195022046269233e-07
Li3P5F2Ge2,-6.365335,4.311863460260067e-07
LiOCl3Al4Br6,-6.3654857,4.3103675050412287e-07
Li4OLa5SCl7,-6.3655252,4.309975485844463e-07
Li7SiTi2F2Ge7,-6.3655744,4.309487248503509e-07
Li5Cl3Ti3Br7,-6.365993,4.3053354981672345e-07
LiS6Br7,-6.3663025,4.302268393469014e-07
Li2Ge2Si7N3La2,-6.367472,4.2906985150277944e-07
Li7N2Ti6Cl,-6.36757,4.289730413812498e-07
Li7N2Ti4Al4,-6.367768,4.2877751206448725e-07
Li3GeLa2Zr5,-6.3691134,4.2745125843412126e-07
Li6Ti7S3Br2Zr,-6.369567,4.270050389247807e-07
Li2P3Cl4,-6.3696485,4.269249143849917e-07
Li2P3Zr2Al3,-6.3700714,4.2650939294149193e-07
LiTiCl2Al2,-6.3708014,4.257930809856626e-07
Li2Zr7F3Si7,-6.3725114,4.2411985084304406e-07
Li5Al5Ge6La7,-6.3726425,4.2399184156976887e-07
Li7Cl6Ge5Br2,-6.3726625,4.2397231647347605e-07
Li2Zr6Al4La3Ti4,-6.372807,4.2383127436627554e-07
Li6N4Zr5Ti2,-6.373108,4.235376279581146e-07
Li7O3N3Cl,-6.3732715,4.233782076301421e-07
Li7Ti6N6,-6.3737426,4.229191980348935e-07
Li3Br2La,-6.373983,4.2268515950708215e-07
Li6LaGe7,-6.3740335,4.2263601230292986e-07
Li4S5La3Al4Cl4,-6.3741374,4.2253491355261556e-07
Li5Al5Cl3,-6.374408,4.2227172270182205e-07
Li3SBr4N4,-6.375266,4.214382986163201e-07
Li2Ge4Si2Br5Cl7,-6.3758645,4.208579156901193e-07
Li4ClBr3Zr5,-6.37606,4.206685068676642e-07
Li7S3Ti,-6.376473,4.202686548823165e-07
Li6Ge4La7Al5Br6,-6.3766837,4.2006480903030646e-07
Li3NLa6ZrCl6,-6.376697,4.20051945002218e-07
Li6TiS6,-6.3768253,4.199278708842115e-07
Li6F2Br2Ti7,-6.376915,4.1984114714745145e-07
Li6Si7Ti6Zr5,-6.3769636,4.197941671857734e-07
Li2TiSi5Zr2,-6.3772635,4.195043803764769e-07
LiCl6S7La2F,-6.3772984,4.194706702667795e-07
Li6GeAl7P3Si2,-6.377605,4.191746399783966e-07
Li5N4ZrGe4Si,-6.377894,4.188957942220734e-07
Li4Zr5Br3,-6.3783517,4.1845455534443075e-07
Li5PLa5Si7,-6.3783994,4.184085976198682e-07
Li5N5Br3,-6.378436,4.1837333788241223e-07
Li3ClLa2Si6,-6.3791842,4.1765318725022884e-07
Li2Zr7N,-6.379258,4.175822211482404e-07
Li3Br5Ge4Ge6,-6.3794427,4.174046664218553e-07
Li5Zr4La6S5,-6.3800325,4.168381886276538e-07
Li5P2Al2O,-6.3806143,4.1628014771786415e-07
Li5ClS4Al3,-6.381294,4.1562915091911864e-07
Li7Cl7La,-6.3813014,4.156220690204485e-07
